Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
1750,DevanyaaAudy,saya tidak khawatir kripto turun tapi khawatir motor wr yang ingin saya beli besok dibeli orang jir,2025-09-01 15:58:58+00:00,X,negative,9.0,2,khawatir kripto turun khawatir motor wr ingin beli besok dibeli orang jir
1751,AffiliateGPT_,tren bitcoin september september tren turun artikel kita minggu ini salah telak ingat artikelnya selalu kecepetan seminggu jadi toleransinya adalah lagging minggu,2025-09-01 12:42:52+00:00,X,negative,9.0,2,tren bitcoin september september tren turun artikel minggu salah telak ingat artikelnya selalu kecepetan seminggu jadi toleransinya lagging minggu
1752,Crypto Daily - Indonesia ðŸ‡®ðŸ‡©,september akan tren turun untuk kripto,2025-09-01 08:28:06+00:00,X,negative,9.0,2,september tren turun kripto
1753,AffiliateGPT_,para whale hijrah ke ethereum akankah bitcoin bitcoin ambrol ke us bitcoin turun di bawah us setelah whale yang lama inactive mulai transfer miliaran dolar bitcoin ke ethereum ini prediksi lengkap,2025-09-01 07:43:06+00:00,X,negative,9.0,2,para whale hijrah ethereum akankah bitcoin bitcoin ambrol us bitcoin turun bawah us setelah whale lama inactive mulai transfer miliaran dolar bitcoin ethereum prediksi lengkap
1754,OkegosTalks,bitcoin juli k sekarang k menurut kalian bulan ini naik apa turun,2025-09-01 02:58:14+00:00,X,netral,9.0,0,bitcoin juli k sekarang k menurut kalian bulan naik turun
1755,Labubu Biru,btcd turun bitcoin turun ethereum turun dan altscoin juga turun merah ini uang ny masuk dimana masuk kemana,2025-09-01 02:11:14+00:00,X,negative,9.0,2,btcd turun bitcoin turun ethereum turun altscoin turun merah uang ny masuk dimana masuk kemana
1756,Kwanglm10,kmrn kena isu tarif trump saja bitcoin langsung turun drastis skrng us china udah ada deal baru sama the fed potong suku bunga kenapa marketnya malah turun engga rebound,2025-10-30 15:53:58+00:00,X,negative,10.0,2,kmrn kena isu tarif trump bitcoin langsung turun drastis skrng us china udah deal baru sama the fed potong suku bunga marketnya malah turun engga rebound
1758,MichaelJ âš¡ï¸ Crypto & Quotes.,bitcoin lagi sideway di k altcoin mulai gerak kalau history repeat saya biasanya jadi party tapi jangan takut ketinggalan ya dca tetep rajanya kamu tahan apa nih,2025-10-30 14:32:08+00:00,X,netral,10.0,0,bitcoin lagi sideway k altcoin mulai gerak history repeat biasanya jadi jangan takut ketinggalan dca tetep rajanya tahan nih
1759,pretender,bitcoin sudah turun tapi bitcoin dominance masih loh tidak ada altseason kahh,2025-10-30 09:33:51+00:00,X,netral,10.0,0,bitcoin turun bitcoin dominance masih loh altseason kahh
1760,Aku cinta Kamu selamanya ðŸï¸,lagi nunggu koreksi bitcoin buat buy the dip tapi dana idle saya tetep untung di s staking pool passive income jalan terus,2025-10-30 09:18:17+00:00,X,positive,10.0,1,lagi nunggu koreksi bitcoin buat buy the dip dana idle tetep untung s staking pool passive income jalan terus
1761,Investing.com Indonesia ðŸ‡®ðŸ‡©,harga bitcoin hari ini turun ke k setelah pertemuan trump xi kehati hatian fed memberatkan,2025-10-30 07:18:48+00:00,X,negative,10.0,2,harga bitcoin hari turun k setelah pertemuan trump xi kehati hatian fed memberatkan
1762,Menjadi Trader,wawasan bitcoin bitcoin turun dalam jam terakhir dipicu oleh kombinasi kebijakan makro dan aksi jual whale besar menunjukkan fase transisi tren di tengah volatilitas tinggi,2025-10-30 06:36:30+00:00,X,netral,10.0,0,wawasan bitcoin bitcoin turun jam terakhir dipicu oleh kombinasi kebijakan makro aksi jual whale besar menunjukkan fase transisi tren tengah volatilitas tinggi
1763,Azza idðŸ˜¼,rip bitcoin bitcoin akan turun drastis,2025-10-30 04:49:28+00:00,X,negative,10.0,2,rip bitcoin bitcoin turun drastis
1764,"John Xxx.Ink Base.eth, AR ðŸŸ¥ | Arichain",memang tidak kelihatan ya sebenarnya pada tiarap semua nih bitcoin d blum turun juga,2025-10-30 04:45:48+00:00,X,netral,10.0,0,memang kelihatan sebenarnya tiarap semua nih bitcoin d blum turun
1765,Ancy,pilih mana harga turun di tahun sampai turun lalu mulai naik perlahan di atau bitcoin extended tren naik sekarang tapi cuma sampai k setelah itu tren turun,2025-10-30 02:46:33+00:00,X,netral,10.0,0,pilih mana harga turun tahun sampai turun lalu mulai naik perlahan bitcoin extended tren naik sekarang cuma sampai k setelah tren turun
1766,ðŸ‘¾ HOKI,tahan ini koin keren masukin berapa saja tidak flutuaktif spt kripto lain nya saran bagi pemula beli tether saja nanti beli harga bawah pas ada momentum saja,2025-10-30 02:42:44+00:00,X,positive,10.0,1,tahan koin keren masukin berapa flutuaktif spt kripto lain nya saran bagi pemula beli tether nanti beli harga bawah pas momentum
1767,richard Xg,menurutku akan konsolidasi dulu atau turun dulu setelah pengumuman fed nanti,2025-10-29 15:28:36+00:00,X,netral,10.0,0,menurutku konsolidasi dulu turun dulu setelah pengumuman fed nanti
1768,Ihwan Efendi ðŸŸ¨,bitcoin otw harga naik trus disusul harga turun lumayan hati hati,2025-10-29 14:38:57+00:00,X,netral,10.0,0,bitcoin otw harga naik trus disusul harga turun lumayan hati hati
1769,ð™·ð™´ð™°ð™³ð™·ðš„ð™½ðšƒð™´ðš,lets see tonight keputusan fomc akan di umumkan hari ini market sedang di guncang ketidak stabilan bitcoin sempat koreksi ke apakah setelah paman powel bersabda market akan tren naik or tren turun kembali,2025-10-29 10:40:13+00:00,X,netral,10.0,0,lets see tonight keputusan fomc umumkan hari market sedang guncang ketidak stabilan bitcoin sempat koreksi apakah setelah paman powel bersabda market tren naik or tren turun kembali
1770,Bang dul,ini emas turun mulu brrti kripto juga ikut turun biasanya,2025-10-29 05:05:55+00:00,X,negative,10.0,2,emas turun mulu brrti kripto ikut turun biasanya
1771,Menjadi Trader,wawasan bitcoin bitcoin stagnan di sekitar memperlihatkan sinyal campuran antara akumulasi institusional yang kuat dan tekanan teknikal tren turun menjelang keputusan penting the fed volatilitas tetap tinggi seiring maraknya likuidasi habis posisi leverage,2025-10-29 00:41:24+00:00,X,netral,10.0,0,wawasan bitcoin bitcoin stagnan sekitar memperlihatkan sinyal campuran antara akumulasi institusional kuat tekanan teknikal tren turun menjelang keputusan penting the fed volatilitas tetap tinggi seiring maraknya likuidasi habis posisi leverage
1772,Ojannn â‰¡,altcoin mulai mencuri perhatian solana avax dan link menunjukkan pergerakan positif meski pasar masih fluktuatif namun volatilitas tetap tinggi jangan takut ketinggalan tetap riset sendiri,2025-10-28 18:10:45+00:00,X,positive,10.0,1,altcoin mulai mencuri perhatian solana avax link menunjukkan pergerakan positif meski pasar masih fluktuatif namun volatilitas tetap tinggi jangan takut ketinggalan tetap riset sendiri
1773,hattaxoxo,trump mempersempit pencarian ketua fed menjadi lima finalis menggantikan ketua fed jerome powell christopher waller michelle bowman kevin warsh kevin hassett dan rick rieder makanya kripto kenapa turun tapi emas kenapa juga turun,2025-10-27 14:23:40+00:00,X,netral,10.0,0,trump mempersempit pencarian ketua fed menjadi lima finalis menggantikan ketua fed jerome powell christopher waller michelle bowman kevin warsh kevin hassett rick rieder makanya kripto turun emas turun
1774,beliau,naro uang d kripto skrang sisa nya dari jumlah awal karena turun buruk kmrin,2025-10-27 13:12:47+00:00,X,negative,10.0,2,naro uang d kripto skrang sisa nya jumlah awal turun buruk kmrin
1775,ant man,rumusnya saylor beli bitcoin turun,2025-10-27 12:24:07+00:00,X,netral,10.0,0,rumusnya saylor beli bitcoin turun
1776,Sarjana Eksu,aduh anjing jadi saya harus beli call warrant yang mana kalau sadar global market lagi ngapain respon kripto ngapain ah ini bau untung banget kwkwkwkw,2025-10-27 05:00:32+00:00,X,positive,10.0,1,aduh anjing jadi harus beli call warrant mana sadar global market lagi ngapain respon kripto ngapain ah bau untung banget kwkwkwkw
1777,GTR_R35 ðŸŒ¶ï¸,nyari good alpha tapi bitcoin lagi sedeng sunday harga naik monday harga turun,2025-10-27 02:39:48+00:00,X,netral,10.0,0,nyari good alpha bitcoin lagi sedeng sunday harga naik monday harga turun
1778,Blackx Cuan,narasi seperti apa yang dapat melampaui narasi bitcoin saat ini,2025-10-26 12:52:13+00:00,X,netral,10.0,0,narasi seperti dapat melampaui narasi bitcoin saat
1779,"Borneo ðŸŠ,ðŸ’Š",kripto naik pada jualan sinyal kripto turun malah sembunyi entah dimana sudah dari dulu model kayak begini banyak sekali bermunculan di saat market tren naik hilang di telan bumi ketika tren turun market hehehe,2025-10-26 09:40:22+00:00,X,negative,10.0,2,kripto naik jualan sinyal kripto turun malah sembunyi entah dimana dulu model kayak begini banyak sekali bermunculan saat market tren naik hilang telan bumi ketika tren turun market hehehe
1780,Achunari Tradesu,market kripto dari kemarin terlihat low volume tetapi saya lihat bitcoin maximum turun jadi seharusnya beberapa minggu kita full tren naik bitcoin ethereum,2025-10-26 06:56:59+00:00,X,netral,10.0,0,market kripto kemarin terlihat low volume tetapi lihat bitcoin maximum turun jadi seharusnya beberapa minggu full tren naik bitcoin ethereum
1782,Duta Crypto,jawab jujur sejak pertama banget kamu masuk di industri kripto sampai detik ini posisi kamu untung atau minus jika untung untung dari mana jika minus minus kenapa semoga jawaban kamu dapat menginspirasi para pemula,2025-10-26 02:37:21+00:00,X,netral,10.0,0,jawab jujur sejak pertama banget masuk industri kripto sampai detik posisi untung minus jika untung untung mana jika minus minus semoga jawaban dapat menginspirasi para pemula
1783,caacaahh,bitcoin naik altcoin ikut stay calm jangan takut ketinggalan,2025-10-25 19:26:45+00:00,X,netral,10.0,0,bitcoin naik altcoin ikut stay calm jangan takut ketinggalan
1784,MichaelJ âš¡ï¸ Crypto & Quotes.,hidup itu seperti bitcoin naik turun tapi tren jangka panjang ke atas kalau kamu sabar kamu setuju reply quote hidup mu versi kripto,2025-10-25 15:42:34+00:00,X,netral,10.0,0,hidup seperti bitcoin naik turun tren jangka panjang atas sabar setuju reply quote hidup mu versi kripto
1785,abel,tapi kripto skrng lgi turun ya wow,2025-10-25 13:43:38+00:00,X,netral,10.0,0,kripto skrng lgi turun wow
1786,Muhamad Choirul Imam,disaat ekonomi negara memburuk dikarenakan hutang terus membengkak dan pendapatan negara kecil daripada besarnya pengeluaran inflasi akan terjadi nilai mata uang turun harga emas naik harga bitcoin naik,2025-10-25 10:33:05+00:00,X,negative,10.0,2,disaat ekonomi negara memburuk dikarenakan hutang terus membengkak pendapatan negara kecil daripada besarnya pengeluaran inflasi terjadi nilai mata uang turun harga emas naik harga bitcoin naik
1787,slamet,bitcoin ini tidak ingin turun dulu apa ya,2025-10-25 07:11:54+00:00,X,netral,10.0,0,bitcoin ingin turun dulu
1789,Y21o.crypto,hal yang bikin trader pemula rugi cepat takut ketinggalan overtrade tidak pakai stop rugi,2025-10-24 22:54:03+00:00,X,negative,10.0,2,hal bikin trader pemula rugi cepat takut ketinggalan overtrade pakai stop rugi
1790,0xSHa10,kadang yang bikin untung bukan proyeknya tapi timing lucky dan niat explore nya onchain bukan soal ikut ikutan tapi soal paham arah gerak ekosistem xsha,2025-10-24 13:39:00+00:00,X,netral,10.0,0,kadang bikin untung bukan proyeknya timing lucky niat explore nya onchain bukan soal ikut ikutan soal paham arah gerak ekosistem xsha
1791,petehegs.eth (wartime parody),patokin ke outlook bitcoin perhatiin tether d sama bitcoin d jika bagus dapat ngelong non stop setelah tutup posisi jika tidak bagus ngelong lebih diskrit nunggu harga turun,2025-10-24 08:49:00+00:00,X,netral,10.0,0,patokin outlook bitcoin perhatiin tether d sama bitcoin d jika bagus dapat ngelong non stop setelah tutup posisi jika bagus ngelong lebih diskrit nunggu harga turun
1792,An,oktober biasanya bulan hijau buat kripto tapi tahun ini performanya melambat kapitalisasi pasar global turun bulls masih di arena tapi energinya mulai habis,2025-10-24 01:08:43+00:00,X,netral,10.0,0,oktober biasanya bulan hijau buat kripto tahun performanya melambat kapitalisasi pasar global turun bulls masih arena energinya mulai habis
1793,Chintya dewi,sales kripto pada lebay harga emas barusan naik lalu turun dikatakan harga emas hancur lebur apanya yang hancur memang jadi jt gr tetap mengedukasi jgn menyesatkan,2025-10-23 23:41:48+00:00,X,netral,10.0,0,sales kripto lebay harga emas barusan naik lalu turun dikatakan harga emas hancur lebur apanya hancur memang jadi jt gr tetap mengedukasi jgn menyesatkan
1794,crypto_updates,market ho ya true believer toh sirf tahan aset karta hai,2025-10-23 14:56:45+00:00,X,netral,10.0,0,market ho true believer toh sirf tahan aset karta hai
1795,Ur Boring Friend,kalau dipikir ini rentetan banget market kripto terjun harga emas dunia ikut turun sekarang market skin cs yang ikutan main downhill akal akalan siapa sii ini ajg,2025-10-23 14:16:04+00:00,X,negative,10.0,2,dipikir rentetan banget market kripto terjun harga emas dunia ikut turun sekarang market skin cs ikutan main downhill akal akalan siapa sii ajg
1797,ï¸Ž ï¸Ž,kripto sudah dan saya tidak jual rugi terus skin cs turun,2025-10-23 09:33:29+00:00,X,negative,10.0,2,kripto jual rugi terus skin cs turun
1798,Sofyan Hadi $BNB $SOL $SUI $HYPE $TON $TRX $USDT,hari ini adalah hari turunnya harga bitcoin menurut di video sebelumnya menurut siklus bitcoin apakah benar turun atau malah sebaliknya,2025-10-23 07:41:03+00:00,X,netral,10.0,0,hari hari turunnya harga bitcoin menurut video sebelumnya menurut siklus bitcoin apakah benar turun malah sebaliknya
1799,Muhammad Noor Afridi,market main kafi bara harga turun nazar araha hain,2025-10-22 20:22:20+00:00,X,negative,10.0,2,market main kafi bara harga turun nazar araha hain
1800,break,enak juga ya kalau jadi whales pasang posisi posisi jual deposit bitcoin ke exchange jual btcnya harga turun posisi shortnya untung retail panik dia beli harga bawah lagi dibawah,2025-10-22 19:58:57+00:00,X,positive,10.0,1,enak jadi whales pasang posisi posisi jual deposit bitcoin exchange jual btcnya harga turun posisi shortnya untung retail panik beli harga bawah lagi dibawah
1801,Ancy,rangkuman prediksi bitcoin dari influencer terkenal untuk akhir timothy tren turun kalimasada tren turun steven anderson tren turun sulianto tren naik kalau kalian tren naik atau tren turun,2025-10-22 13:11:26+00:00,X,netral,10.0,0,rangkuman prediksi bitcoin influencer terkenal akhir timothy tren turun kalimasada tren turun steven anderson tren turun sulianto tren naik kalian tren naik tren turun
1802,HANYA MANUSIA BIASA,ayo yang takut ketinggalan bbca di pucuk karena story influencer kripto mamam itu,2025-10-22 07:50:53+00:00,X,netral,10.0,0,ayo takut ketinggalan bbca pucuk story influencer kripto mamam
1803,sari,bitcoin dan mog turun beli harga bawah skuy,2025-10-22 06:28:41+00:00,X,positive,10.0,1,bitcoin mog turun beli harga bawah skuy
1804,Sarang Gui,makin trun saja bitcoin yang lain ikutan turun,2025-10-22 05:37:24+00:00,X,negative,10.0,2,makin trun bitcoin lain ikutan turun
1805,lamine yamal enjoyer,bitcoin kmrn malem abis di harga naik abis abisan skrg di harga turun lagi bangsat,2025-10-22 03:22:07+00:00,X,negative,10.0,2,bitcoin kmrn malem abis harga naik abis abisan skrg harga turun lagi bangsat
1807,Mariana,bitcoin sama xau benar benar kebalikan xau malam ini turun an bitcoin malah,2025-10-21 16:01:56+00:00,X,netral,10.0,0,bitcoin sama xau benar benar kebalikan xau malam turun an bitcoin malah
1808,TBX,kalau bitcoin turun itu wajar saja harganya masih tinggi kalau altcoin turun apalagi yang ingin diturunkan semua altcoin sudah turun lebih,2025-10-21 13:13:09+00:00,X,netral,10.0,0,bitcoin turun wajar harganya masih tinggi altcoin turun apalagi ingin diturunkan semua altcoin turun lebih
1809,cokri.btc,focus di blockchain kenali ekosistemnya kenali teamnya bekerja di lingkungan tersebut pasti dapat untung,2025-10-21 10:41:44+00:00,X,positive,10.0,1,focus blockchain kenali ekosistemnya kenali teamnya bekerja lingkungan tersebut pasti dapat untung
1811,Menjadi Trader,wawasan bitcoin bitcoin naik dalam jam terakhir di tengah sinyal pasar yang beragam adopsi institusional makin kuat tapi tekanan posisi jual dari whale dan indikator teknikal tren turun menahan euforia,2025-10-21 01:27:13+00:00,X,netral,10.0,0,wawasan bitcoin bitcoin naik jam terakhir tengah sinyal pasar beragam adopsi institusional makin kuat tekanan posisi jual whale indikator teknikal tren turun menahan euforia
1812,CoinKami,james wynn bitcoin sudah membentuk pola double top siap siap tren turun ke,2025-10-20 16:05:04+00:00,X,negative,10.0,2,james wynn bitcoin membentuk pola double top siap siap tren turun
1813,helmtempur,bitcoin belum breakout ya ges trend masih tren turun jgn takut ketinggalan dulu sebelum breakout diatas k scalping tipis dulu saja,2025-10-20 13:56:29+00:00,X,netral,10.0,0,bitcoin belum breakout ges trend masih tren turun jgn takut ketinggalan dulu sebelum breakout diatas k scalping tipis dulu
1814,Gemod Butter,keuntungan memahami pergerakan pasar kripto reaksi cepat terhadap berita global potensi untung dari lonjakan volatilitas akses trading tanpa batas waktu investor yang sigap pemenang,2025-10-20 05:16:30+00:00,X,positive,10.0,1,keuntungan memahami pergerakan pasar kripto reaksi cepat terhadap berita global potensi untung lonjakan volatilitas akses trading tanpa batas waktu investor sigap pemenang
