,username,text,created_at,sumber
1621,Zain | Crypto Enthusiast,orang orang pikir trading kripto itu enak tinggal klik duduk duit ngalir tapi mereka tidak tahu sepi sepinya layar candlestick jam pagi jantung deg degan ngelihat candle merah turun tanpa ampun,Tue Aug 05 13:57:18 +0000 2025,X
1622,Cryptocium,update ethereum mixed signals data etf tren turun data treasury companies tren naik ritel vs bandar is ril iykyk,Tue Aug 05 11:11:18 +0000 2025,X
1623,Naufal,baru mulai di dunia jangan langsung takut ketinggalan pelajari dulu dasar dasarnya mulai dengan investasi kecil gunakan dompet digital aman hardware gt software apa pertanyaanmu tentang kripto tanya di kolom reply,Tue Aug 05 05:48:44 +0000 2025,X
1624,"KuperCapital (âœ¸,âœ¸)",bitcoin volatil sekali pnl naik turun seperti ingus,Mon Aug 04 16:15:53 +0000 2025,X
1625,Normal People,kalau tren turun di kripto masih dapat cut rugi kalau di kehidupan apa yang di jual rugi,Mon Aug 04 10:57:19 +0000 2025,X
1626,aldboim,salah satu exchange kripto tadi saya lihat iklannya udah pakai ai pol tertawa kayaknya skill storytelling buat generate media pakai ai bakal untung nih,Mon Aug 04 07:57:01 +0000 2025,X
1627,Luvynzie,nying bitcoin malah turun ppq lah,Sun Aug 03 22:49:17 +0000 2025,X
1628,AIFeed.Crypto,aifeed tiongkok hukum pemilik kripto penjara nilai yuan terancam turun,Sun Aug 03 10:34:44 +0000 2025,X
1629,Crypto Elliott Wave,wave is where the magic happens tapi kalau kamu telat jangan takut ketinggalan di wave kecuali ada triangle,Sun Aug 03 03:57:32 +0000 2025,X
1630,Koko Crypto,kripto makin turun apa artinya nih abang messi,Sun Aug 03 01:11:58 +0000 2025,X
1631,Joy ðŸª…,ethereum ke sub nampaknya possible siap siap beli harga bawah,Sat Aug 02 18:31:31 +0000 2025,X
1632,Liv.,eh bitcoin turun lagi dong mw beli nih gueh,Sat Aug 02 16:17:52 +0000 2025,X
1633,Crypto Elliott Wave,wave biasanya lebih sideways dibanding wave tapi tetap dapat menjebak suka terjebak kalau posisi beli dia turun atau kamu posisi jual dia naik itu ciri khas wave koreksi,Sat Aug 02 06:01:09 +0000 2025,X
1634,Prof.Dr.Kukuh.s.Phd.B.CandaðŸ˜„ LOL ðŸ˜„ðŸ˜…,bitcoin turun signifikan apakah karena isu perang atau ada yang jual bitcoin besar an,Sat Aug 02 05:49:35 +0000 2025,X
1635,dan,saya baru nyadar bitcoin tiba turun,Sat Aug 02 05:13:07 +0000 2025,X
1636,Nja Gonk,bitcoin ethereum dan ripple turun drastis setelah laporan inflasi bitcoin turun ke apakah kita akan lihat tren pasar berubah,Sat Aug 02 03:16:03 +0000 2025,X
1637,"Aulia S.E., M.Pak., Tbk.",kripto udah masuk fase tren turun nih kalau tidak balik di atas k,Sat Aug 02 02:39:56 +0000 2025,X
1638,Rika Septianah,kenapa market kripto pada turun si ada apa yak,Fri Aug 01 21:11:50 +0000 2025,X
1639,The Newbie,yokyokyokyok yokyokyok sell sell bitcoin pada merah wakwoakwokoawk yang turun invest cuma receh siap siap tenggelem hahahahaha sudah saya tebak ini bakal ada paus yang nyeleding,Fri Aug 01 19:08:21 +0000 2025,X
1640,ETH 10k,bersabarlah market memang dalam jangka pendek akan turun dulu tapi secepatnya akan pulih dan naik lebih tinggi ath,Fri Aug 01 13:50:34 +0000 2025,X
1641,dust,ya alloh ternyata tabungan saya di kripto sebagian besar mana lagi turun pula tertawa,Fri Aug 01 11:42:33 +0000 2025,X
1642,JS Cibex,naik baru sudah teriak teriak altseason turun koreksi sehat ini turun berhari naik hanya satu hari investasi atau manipulasi kalian pintar apa goblokg,Fri Aug 01 11:11:46 +0000 2025,X
1643,Agares,cardone capital baru saja memperoleh bitcoin investasi sebesar juta ke bitcoin smart money terus membeli saat harga turun d,Fri Aug 01 10:01:59 +0000 2025,X
1644,h,yok dapat bitcoin turun lagii saya ingin serokk,Fri Aug 01 09:58:41 +0000 2025,X
1645,Khobelle,cara tahu news kripto kalau ingin naik turun bagaimana sii,Fri Aug 01 07:52:43 +0000 2025,X
1646,HafizMP,kalau yakin posisi jual term bitcoin bakal tren turun cari altcoin yang lgi di resistance untuk di posisi jual,Fri Aug 01 07:11:10 +0000 2025,X
1647,penyintas usus buntu,jika dapat kembali ke masa lalu seperti sore hal yang harus dilakukan adalah beli harga bawah bitcoin,Fri Aug 01 02:20:00 +0000 2025,X
1648,Crypto Elliott Wave,kalau wave kamu lewatin wave bikin ragu deket banget sama sl wave udah ngebut kelewat ya udah jangan takut ketinggalan tunggu wave c,Fri Aug 01 00:22:33 +0000 2025,X
1649,rinoage.base.eth,anomali ripple ketika bitcoin turun dia naik,Mon Sep 29 06:58:29 +0000 2025,X
1650,kakek krito ðŸ‘€,bitcoin bakalan harga turun minggu ini maybe ke siap siap buat nyerok saja,Sun Sep 28 21:20:50 +0000 2025,X
1651,Firefliez ðŸ‰,deposito turun dimana lagi saya naro duit biar beranak pinak saham tidak pinter amat kripto tidak pernah megang memang paling benar belajar terus woii belajarrr,Sun Sep 28 16:51:38 +0000 2025,X
1652,Enzo,harga aset kripto naik dan turun itu biasa tapi kalau naiknya dikit dan turunnya banyak yaa berarti terjebak rugi semua orang akan terjebak rugi pada waktunya,Sun Sep 28 09:19:24 +0000 2025,X
1653,CiCiCiwww,yah turun lagi kata sibadutlier dengan wajah tidak berdosa nya setelah fomokan altcoin tinggal nunggu badut jahat ini bilang rrp wajar naik akhir bulan ganas kau,Sun Sep 28 04:29:06 +0000 2025,X
1654,Alex/AJ,terlalu banyak berita negatif palsu tren turun year top cycle dst pelajari bitcoin bangun conviction press buy tahan aset kebanyakan orang will get it wrong kalau semua orang benar udah pada jadi trillionaire semua kenyataanya,Sun Sep 28 04:15:25 +0000 2025,X
1655,Trader Pemula Kripto,maybe bitcoin dapat visit area k k bulan depan dapat jadi juga turun lebih dari k akan jadi kesempatan yang menarik buat akumulasi bitcoin,Sun Sep 28 02:53:28 +0000 2025,X
1656,hattaxoxo,overall ada points bitcoin turun seharusnya,Sat Sep 27 20:22:37 +0000 2025,X
1657,Es Teh Poci,ciri market bullrun adalah muncul banyak orang takut ketinggalan coin takut ketinggalan up sejenak di goreng lalu retail terjebak rugi banyak orang baru join kripto industri lalu market turun perlahan lalu harga turun jauh,Sat Sep 27 07:54:29 +0000 2025,X
1658,Guffy,tren kripto terkini bitcoin turun ke level k,Sat Sep 27 03:12:53 +0000 2025,X
1659,Easide,plain to see trump harga turun the bitcoin iykyk,Fri Sep 26 22:20:05 +0000 2025,X
1660,Nero Fish It Needs ðŸŸ,alasan bitcoin turun halving selesai mendekati piala dunia massive gambling retail dan miner taking untung tahunan,Fri Sep 26 20:05:18 +0000 2025,X
1661,Hamstrading,harga bitcoin adalah bottom signal bullmarket kripto saya akan terjadi happy panen untung brother altsesion its cooming,Fri Sep 26 12:43:07 +0000 2025,X
1662,vhan | @ after dm,yang ingin ikut freelance modal whatsapp saja dapat untung k k per hari dapat langsung dm saya ajaa yaa kaa,Fri Sep 26 05:22:21 +0000 2025,X
1663,AFX,kalau bitcoin turun penipuan ponzi udah tamat kalau bitcoin naik coba waktu itu saya gadai semua saya jual lalu beliin bitcoin jadi apa ya zzzzzzz,Fri Sep 26 00:13:32 +0000 2025,X
1664,Blackx Cuan,andai bitcoin tumbang di bawah k apa rencana kalian,Thu Sep 25 13:35:23 +0000 2025,X
1665,Valenttttttt,sudah habis duit saya buat all in ethereum kalau turun lagi terpaksa jual rumah mertua,Thu Sep 25 06:07:51 +0000 2025,X
1666,tulisan aksara,daya beli masyarakat turun apakah ada pengaruhnya atau korelasinya dengan boomingnya investasi saham kripto dan sejenisnya,Thu Sep 25 04:14:19 +0000 2025,X
1667,Akhmad Ridhoni,kita sabar dulu dikala market lagi turun kita tunggu sampai ada konfirmasi adanya pembalikan arah untuk market kripto,Wed Sep 24 16:08:59 +0000 2025,X
1668,SleepGuy,di cadev dollar di bank sentral sekarang turun jadi hanya sedangkan cadev emas naik dari yang hanya sekarang jadi maka as akan mendorong adopsi kripto agar dapat membayar hutangnya,Wed Sep 24 15:56:21 +0000 2025,X
1669,ðŸ¦– u i e,tidak sabar ikut kelas kripto besok bersama ngab aaron kita lihat how green naik naik no turun turun nya traffic besok,Wed Sep 24 09:32:23 +0000 2025,X
1670,Dark_art,kemungkinan terburuk bitcoin akan harga turun k lalu ke k jika menyentuh k goodbye altcoin season,Tue Sep 23 16:25:08 +0000 2025,X
1671,abdee rahman,turun lagi si harga ethereum biar buy limitmu kena,Tue Sep 23 13:12:49 +0000 2025,X
1672,pepebergelora,xau naik bitcoin turun sekarang saya menemukan korelasi nya,Tue Sep 23 12:50:32 +0000 2025,X
1673,Crypto Daily - Indonesia ðŸ‡®ðŸ‡©,turun dikit langsung bilang kripto penipuan,Tue Sep 23 06:42:31 +0000 2025,X
1674,fadð•ioriq,bitcoin ini mcm jauh je lagi nak turun bawah k ini adeh,Mon Sep 22 20:59:08 +0000 2025,X
1675,"shinra (â–,â–)",naik itu sementara turun itu selamanya begitulah kata orang orang komunitas kripto di facebook,Mon Sep 22 12:08:38 +0000 2025,X
1676,Mariana,bitcoin ada isu apa nih tahu tahu turun an,Mon Sep 22 11:56:35 +0000 2025,X
1677,TopRacksðŸ”Œ,niko sure wasee most hawakuona iyo harga turun ya bitcoin wahh hamuezi saidika iyo kitu inafaa idump adi uko,Mon Sep 22 11:18:25 +0000 2025,X
1678,azungggðœ—ðœš,lemes lihat tiket belum kejual pasar kripto lg pd turun,Mon Sep 22 10:42:38 +0000 2025,X
1679,dntaskme,hahahahahaha bitcoin turun ke usd jangan panik beli saja lagi wkwkw,Mon Sep 22 10:32:49 +0000 2025,X
1680,justitia.base.eth | baelcalls,xau new ath bitcoin berharap liquiditynya pindah ke kripto bulan depan serius belum ada liquidity baru tiap xau harga naik bitcoin harga turun and sebaliknya kalau saya perhatiin padahal harusnya lawannya dxy,Mon Sep 22 07:15:39 +0000 2025,X
1681,AFX,ada apa ini ya bitcoin dan dxy turun deres lalu gold naik keras ada yang tahu,Mon Sep 22 06:50:05 +0000 2025,X
1682,hey jude ðŸ‘‘,hampir taun di kripto baru banget ini lihat langsung proses perubahan harga harga turun market biasanya pas tidur bangun ancur,Mon Sep 22 06:27:46 +0000 2025,X
1683,airdrop daddy!,ada apa ini kripto pada turun,Mon Sep 22 06:06:20 +0000 2025,X
1684,fkho92,ags berapa k kan sekarang sep berapa k still tren naik bersembunyi dibalik altseason takut ketinggalan,Mon Sep 22 05:06:21 +0000 2025,X
1685,frzzâš¡,data altcoin season rusak kah tapi altcoin malah turun semua waduh,Mon Sep 22 03:21:47 +0000 2025,X
1686,Menjadi Trader,cara saya untung di kripto step by step,Sun Sep 21 14:24:31 +0000 2025,X
1687,Text dari bitcoinerâš¡ï¸,narik uang untuk hidup bulan ke depan jaga jaga kalau bitcoin turun,Sun Sep 21 10:13:09 +0000 2025,X
1688,Drew83 | B N K,saya apa sih yang paling susah di dunia kripto a melihat orang lain untung apalagi kalau orang lain tersebut untung ribuan,Sun Sep 21 01:16:50 +0000 2025,X
1689,ApeiroA18,untuk saat ini apo mulai kurang kurangin posisi posisi beli menunggu bitcoin harga turun dulu baru masuk lagi kelihatan beberapa altcoin major dan bitcoin mulai kekurangan stimulus untuk naik,Fri Sep 19 01:48:48 +0000 2025,X
1690,"ZennzSec | base.eth ðŸŠ,ðŸ’Š",kompetisi bukan cuma tentang hadiah tapi juga tentang kepercayaan amp ekosistem yang terus tumbuh takut ketinggalan thursdays buktikan tps makin relevan di dunia kripto,Thu Sep 18 21:26:23 +0000 2025,X
1691,Aldi,bitcoin yang di perkirakan bakal turun bulan ini malah stabil di awal bulan trus naik di pertengahan bulan,Thu Sep 18 16:32:53 +0000 2025,X
1692,pengamat bitcoin,investasi di kripto keliatan hasilnya sekitar kurang dari hari hari ke perlu waspada kurang dari hari bakal turun udah bulan siap rotasi tergantung keadaan,Thu Sep 18 09:50:00 +0000 2025,X
1693,Angling Dharma ãƒ„,buy bitcoin binance orang indo makin rame invest kripto tapi jujur saja takut ketinggalan tinggi banget,Thu Sep 18 08:01:02 +0000 2025,X
1695,Uray Yusi Mandela - ðŸ‡®ðŸ‡© - EmoFi - âš¡ï¸ Orexn,tipe edukasi banyak yang takut ketinggalan tapi lupa basic selalu riset sendiri do your own research jangan pakai uang kebutuhan pokok tentukan masuk beli amp exit plan kripto itu peluang tapi juga risiko,Wed Sep 17 09:24:42 +0000 2025,X
1696,Reku - Aplikasi Investasi Aset Global,market kripto naik turun kayak ombak kadang bikin semangat kadang bikin pusing tapi tahu tidak kalau dapat naik ombaknya untung dapat makin maksimal,Wed Sep 17 04:08:54 +0000 2025,X
1697,Pluniox,waiting for big corrections on grandma and meme grandma ca cbtoktrkfbsv rmfzmr vfkq plryeg rfgzmq harga naik meme ca aoczoatgvrvzdppncjuqcahcg yfrbngadxlblmjpump grandma meme,Tue Sep 16 20:48:41 +0000 2025,X
1698,TheosT99,kayaknya tidak harga turun buruk deh palingan mentok k lagi bitcoin,Tue Sep 16 15:14:53 +0000 2025,X
1699,hattaxoxo,bitcoin support bitcoin ada di ideal nya ini ya normal kenapa turun naik nya,Mon Sep 15 16:30:08 +0000 2025,X
1700,Akhmad Ridhoni,tidak akan turun lebih dalam lagi kita akan melihat kenaikan dalam beberapa minggu kedepan harga naik akan datang,Mon Sep 15 15:50:13 +0000 2025,X
1701,taupig.eth,sebulan tidak mantau market gra gara fokus ngoding kena takut ketinggalan altcoin season langsung all in ecosystemnya solana trus ditinggal tidur bentar langsung terjebak rugi banyak ajg alhasil turu ra penak mangan ra kolu,Mon Sep 15 11:40:14 +0000 2025,X
1702,Bro Bima ðŸ’¹ðŸ§²,bitcoin naik altcoin lain diem bitcoin turun altcoin lain junam owalah telo telo persist forever guys matahari yang cerah akan segera terbit,Mon Sep 15 06:49:43 +0000 2025,X
1703,Ö¹,eh monyet giliran ingin masukin bitcoin malah naik tadi pagi ingin sell malah turun,Mon Sep 15 06:28:53 +0000 2025,X
1704,BuzzUp IDN ðŸ‡®ðŸ‡©,gm gm hari senin bahagia semoga bitcoin untung ria,Mon Sep 15 05:42:11 +0000 2025,X
1705,tatitet,kripto ngajarin cara coping sama emosi kayak lagi jatuh cinta naik turun kadang seneng banget kadang ingin nyerah bedanya kalau salah langkah yang patah hati bukan hati tapi saldo,Mon Sep 15 03:36:33 +0000 2025,X
1706,tudemun ðŸ“ˆðŸŒ–,ethereum turun harga mood ikutan turun,Mon Sep 15 01:16:53 +0000 2025,X
1707,CiCiCiwww,masih ingat quote terkenal sang panglima perang kripto di desember kalian kalau ingin tren turun seperti influencer lain silahkan saya tetap tren naik disini udah biasa saya sendirian kayak begini kenapa masih dapat tren turun,Mon Sep 15 00:08:24 +0000 2025,X
1708,Maxlot,jualan cilok lebih untung kalau nanti pasar uang turun artinya saham bank naik dan high risk asset sexy bayangin bitcoin ath pasar uang ath kalau pas turun bagaimana,Sun Sep 14 05:01:00 +0000 2025,X
1709,More Than,banyak banget cryptobro indo yang beberapa bulan lalu call ke ripple tren turun tapi dari konten yang ikuti hype ripple di us juga wow siapa yang menang,Sun Sep 14 02:39:11 +0000 2025,X
1710,Kurnia Bijaksana,saat nanti bitcoin turun lebih dari altcoin akan berak darah turun puluhan persen saat itulah kripto saudara akan menjadi filsuf,Sat Sep 13 19:16:42 +0000 2025,X
1711,ronoki,ini kayaknya token kek tai sudah bitcoin naik dia malah diem kalau ngga turun tresssssss,Sat Sep 13 16:02:24 +0000 2025,X
1712,jagongjeget,ayo israel peranglah lagi biar bitcoin harga turun beli harga bawah bawah tertawa,Sat Sep 13 11:42:28 +0000 2025,X
1713,"Chart Investor Saham IHSG,USA,Crypto",bedanya anak saham dan anak kripto di kripto tren naik tren turun bersatu senang sedih bersama di saham kalau tren turun kompak itu begitu tren naik pada berantem,Sat Sep 13 01:46:12 +0000 2025,X
1714,I.A,tidak percaya altcoin season sebelum skya ngepump udah ingin setahun terjebak rugi kalau dapat at least balik modal saya nobatkan altcoin season,Fri Sep 12 16:36:46 +0000 2025,X
1715,Cryptocium,jujur nih ya kalau ngomongin modal sebenernya kripto itu gabutuh modal gede kamu siapin juga udah dapat dapat untung setara umr setiap bulan nya percaya tidak,Fri Sep 12 11:19:13 +0000 2025,X
1716,Uray Yusi Mandela - ðŸ‡®ðŸ‡© - EmoFi - âš¡ï¸ Orexn,market akan selalu fluktuatif naik euforia turun panik cekidot tapi ingat smart money fokus pada value bukan noise stay rational,Fri Sep 12 07:53:34 +0000 2025,X
1717,Ihsan,di jalan altcoin cibubur ada swalayan pinggir jalan dan ada drive thru nya tapi setelah keluar dari drive thru dimintain parkir sama saja kayak belanja tapi parkir dan turun dari mobil,Thu Sep 11 16:29:25 +0000 2025,X
1718,PumpShadow,and turun amerika inflasi tidak mungkin kripto naik lagi,Thu Sep 11 15:43:41 +0000 2025,X
1719,Dimas,bitcoin menurut saya akan harga turun ke,Thu Sep 11 12:02:01 +0000 2025,X
1720,Samblun,kebanyakan analisa para ct tren turun untuk news cpi malam ini we ll see apakah market akan bergerak sesuai dengan analisa mayoritas kalau saya tetap bitcoin megaphone pattern,Thu Sep 11 10:42:40 +0000 2025,X
1721,akira,bitcoin akan turun ke k,Thu Sep 11 10:41:52 +0000 2025,X
1722,ðŸ‘¾ HOKI,altseason aah belum nyerok lagi bensin tidak ada akhir bulan paling dapat beli harga bawah ini,Thu Sep 11 07:28:33 +0000 2025,X
1723,Richie,next plan bitcoin sideways until end saya ethereum relief rally altcoin pumping pesan saya jangan takut ketinggalan take untung secukupnya,Thu Sep 11 04:10:19 +0000 2025,X
1724,justitia.base.eth | baelcalls,solana harga naik menyambut met terlihat bitcoin harga turun ethereum harga turun kemarin solana masih kokoh diatas tidak sabar menunggu,Thu Sep 11 00:10:52 +0000 2025,X
1725,Xikmad Academy,chatgpt said alert suuqyada kripto waxaa ka muuqda in ganacsatada ay noqdeen tren turun balse berita negatif palsu sii kordhaya wuxuu muujinayaa in retrace la cabsi qabay ee bitcoin ethereum iyo altcoin uusan dhici doonin,Wed Sep 10 22:50:01 +0000 2025,X
1726,Nanovest Official,gejolak geopolitik bikin kripto rontok bitcoin amp ethereum turun gt usai serangan israel ke pimpinan hamas di qatar solana amp ripple dogecoin paling buruk,Wed Sep 10 05:21:55 +0000 2025,X
1727,Kapten Crypto 707,para analis asing masih berpendapat jangka pendek ini tren turun dengan target koreksi bitcoin ke intinya sih jaga jaga saja harus ada cadangan kas biar kalau dibanting dapat beli harga bawah bawah,Wed Sep 10 03:19:52 +0000 2025,X
1728,"0xn ðŸ‡®ðŸ‡© (â–,â–)",kocokan bitcoin halah paling turun lagi ke,Tue Sep 09 07:02:26 +0000 2025,X
1729,it's 911,mannn trust me bitcoin tren turun under k even k terserah ingin percaya apa tidak,Tue Sep 09 03:57:04 +0000 2025,X
1730,Yson Crypto,anjima za muyi space akan takut ketinggalan da kuma taking untung insha allah,Mon Sep 08 18:17:38 +0000 2025,X
1731,Nikmatnya,at this point mending timoti ronald beler yang jadi menkeu harga turun semua treasury ke kripto chance suksesnya lebih gede drpd pemerintahan skrg,Mon Sep 08 15:35:46 +0000 2025,X
1732,bk,kripto turun saham turun makin miskin anyink,Mon Sep 08 12:03:14 +0000 2025,X
1733,Nanovest Official,whale bitcoin lepas bitcoin terbesar sejak dalam hari terakhir whale pemegang bitcoin jual hampir bitcoin us miliar tekanan besar ini bikin harga turun di bawah,Mon Sep 08 05:41:48 +0000 2025,X
